transaction_id,datetime,day_of_week,amount
4227,2023-11-03 3:56,Friday,57.1
4228,2023-11-03 8:25,Friday,55.39
4229,2023-11-03 10:17,Friday,55.63
4230,2023-11-03 11:04,Friday,53.13
4231,2023-11-03 11:14,Friday,54.49
4232,2023-11-03 14:55,Friday,52.7
4233,2023-11-03 15:51,Friday,72.29
4234,2023-11-03 16:34,Friday,68.29
4235,2023-11-03 17:15,Friday,55.05
4236,2023-11-03 18:17,Friday,53.85
4237,2023-11-03 21:05,Friday,55.56
4238,2023-11-03 22:27,Friday,49.66
4239,2023-11-04 0:21,Saturday,86.89
4240,2023-11-04 3:13,Saturday,83.82
4241,2023-11-04 3:15,Saturday,75.59
4242,2023-11-04 3:30,Saturday,88.23
4243,2023-11-04 6:22,Saturday,79.81
4244,2023-11-04 8:52,Saturday,70.38
4245,2023-11-04 12:42,Saturday,83.04
4246,2023-11-04 12:49,Saturday,81.95
4247,2023-11-04 16:01,Saturday,88.89
4248,2023-11-04 19:59,Saturday,87.69
4249,2023-11-04 21:20,Saturday,78.7
4250,2023-11-05 0:16,Sunday,71.54
4251,2023-11-05 1:46,Sunday,75.86
4252,2023-11-05 7:34,Sunday,79.19
4253,2023-11-05 9:54,Sunday,80.31
4254,2023-11-05 10:06,Sunday,78.65
4255,2023-11-05 10:29,Sunday,75.08
4256,2023-11-05 13:51,Sunday,85.01
4257,2023-11-05 14:18,Sunday,69.79
4258,2023-11-05 15:27,Sunday,98.54
4259,2023-11-05 17:18,Sunday,82.91
4260,2023-11-05 17:29,Sunday,65.68
4261,2023-11-05 18:23,Sunday,77.65
4262,2023-11-05 20:28,Sunday,83.02
4263,2023-11-06 3:38,Monday,46.06
4264,2023-11-06 4:14,Monday,39.45
4265,2023-11-06 5:12,Monday,42.08
4266,2023-11-06 5:58,Monday,51.21
4267,2023-11-06 6:26,Monday,37.96
4268,2023-11-06 8:47,Monday,39.73
4269,2023-11-06 11:45,Monday,70.62
4270,2023-11-06 12:46,Monday,46.83
4271,2023-11-06 16:27,Monday,44.11
4272,2023-11-06 17:48,Monday,45.28
4273,2023-11-06 18:22,Monday,39.64
4274,2023-11-06 18:52,Monday,50.94
4275,2023-11-06 21:00,Monday,43.49
4276,2023-11-06 21:12,Monday,45.06
4277,2023-11-06 22:13,Monday,50.16
4278,2023-11-07 1:44,Tuesday,44.05
4279,2023-11-07 1:45,Tuesday,66.04
4280,2023-11-07 2:05,Tuesday,34.6
4281,2023-11-07 5:38,Tuesday,47.47
4282,2023-11-07 5:40,Tuesday,45.9
4283,2023-11-07 7:25,Tuesday,42.65
4284,2023-11-07 7:47,Tuesday,39.81
4285,2023-11-07 13:16,Tuesday,45.57
4286,2023-11-07 13:24,Tuesday,48.12
4287,2023-11-07 15:31,Tuesday,46.04
4288,2023-11-07 16:23,Tuesday,54.46
4289,2023-11-07 17:04,Tuesday,49.36
4290,2023-11-07 17:25,Tuesday,44.93
4291,2023-11-07 18:29,Tuesday,49.55
4292,2023-11-07 20:03,Tuesday,45.79
4293,2023-11-07 21:10,Tuesday,45.78
4294,2023-11-07 21:27,Tuesday,52.62
4295,2023-11-07 23:00,Tuesday,40.63
4296,2023-11-07 23:22,Tuesday,45.67
4297,2023-11-08 3:47,Wednesday,53.18
4298,2023-11-08 5:42,Wednesday,48.27
4299,2023-11-08 10:38,Wednesday,44.5
4300,2023-11-08 12:18,Wednesday,37.04
4301,2023-11-08 13:27,Wednesday,33.89
4302,2023-11-08 15:31,Wednesday,58.19
4303,2023-11-08 15:50,Wednesday,48.31
4304,2023-11-08 17:18,Wednesday,43.33
4305,2023-11-08 17:24,Wednesday,63.03
4306,2023-11-09 0:28,Thursday,44.83
4307,2023-11-09 0:29,Thursday,48.57
4308,2023-11-09 0:33,Thursday,44.87
4309,2023-11-09 3:39,Thursday,42.01
4310,2023-11-09 7:17,Thursday,37.83
4311,2023-11-09 7:56,Thursday,40.91
4312,2023-11-09 8:42,Thursday,56.82
4313,2023-11-09 8:51,Thursday,44.63
4314,2023-11-09 9:02,Thursday,53.87
4315,2023-11-09 11:03,Thursday,67.21
4316,2023-11-09 12:32,Thursday,50.74
4317,2023-11-09 13:29,Thursday,48.83
4318,2023-11-09 13:32,Thursday,51.45
4319,2023-11-09 13:58,Thursday,48.11
4320,2023-11-09 17:26,Thursday,57.98
4321,2023-11-09 20:56,Thursday,71.55
4322,2023-11-09 21:01,Thursday,59.49
4323,2023-11-09 21:40,Thursday,37.6
4324,2023-11-09 21:53,Thursday,48.02
4325,2023-11-09 23:50,Thursday,50.72
4326,2023-11-10 4:32,Friday,57.72
4327,2023-11-10 5:23,Friday,43.35
4328,2023-11-10 5:48,Friday,43.24
4329,2023-11-10 6:44,Friday,63.27
4330,2023-11-10 10:34,Friday,51.04
4331,2023-11-10 10:45,Friday,44.95
4332,2023-11-10 10:57,Friday,47.47
4333,2023-11-10 11:29,Friday,57.28
4334,2023-11-10 11:51,Friday,49.32
4335,2023-11-10 15:06,Friday,56.32
4336,2023-11-10 19:33,Friday,48.32
4337,2023-11-10 20:50,Friday,43.3
4338,2023-11-10 22:03,Friday,64.13
4339,2023-11-11 1:34,Saturday,119.66
4340,2023-11-11 6:24,Saturday,77.66
4341,2023-11-11 8:17,Saturday,75.85
4342,2023-11-11 11:33,Saturday,95.17
4343,2023-11-11 13:06,Saturday,86.7
4344,2023-11-11 16:27,Saturday,92.12
4345,2023-11-11 17:45,Saturday,75.31
4346,2023-11-11 18:53,Saturday,81.49
4347,2023-11-11 20:27,Saturday,84.92
4348,2023-11-11 20:41,Saturday,75.66
4349,2023-11-11 20:50,Saturday,80.08
4350,2023-11-11 21:25,Saturday,75.34
4351,2023-11-11 22:26,Saturday,84.9
4352,2023-11-12 0:12,Sunday,64.82
4353,2023-11-12 2:30,Sunday,82.35
4354,2023-11-12 3:03,Sunday,79.94
4355,2023-11-12 5:58,Sunday,75.2
4356,2023-11-12 7:41,Sunday,81.25
4357,2023-11-12 8:02,Sunday,73.72
4358,2023-11-12 10:13,Sunday,70.91
4359,2023-11-12 10:16,Sunday,82.15
4360,2023-11-12 14:20,Sunday,82.58
4361,2023-11-12 14:30,Sunday,72.45
4362,2023-11-12 17:40,Sunday,71.68
4363,2023-11-12 18:46,Sunday,75.48
4364,2023-11-13 1:40,Monday,45.6
4365,2023-11-13 2:07,Monday,57.77
4366,2023-11-13 4:17,Monday,50.7
4367,2023-11-13 5:29,Monday,48.93
4368,2023-11-13 8:42,Monday,43.39
4369,2023-11-13 9:30,Monday,53.2
4370,2023-11-13 13:47,Monday,45.3
4371,2023-11-13 15:02,Monday,45.06
4372,2023-11-13 15:17,Monday,53.43
4373,2023-11-13 15:48,Monday,51.17
4374,2023-11-13 18:23,Monday,34.21
4375,2023-11-13 19:45,Monday,47.99
4376,2023-11-13 20:18,Monday,49.65
4377,2023-11-13 22:17,Monday,46.93
4378,2023-11-14 1:47,Tuesday,47.06
4379,2023-11-14 5:32,Tuesday,36.16
4380,2023-11-14 6:15,Tuesday,30.5
4381,2023-11-14 6:16,Tuesday,40.79
4382,2023-11-14 6:22,Tuesday,47.76
4383,2023-11-14 8:59,Tuesday,28.32
4384,2023-11-14 9:42,Tuesday,41.53
4385,2023-11-14 10:04,Tuesday,35.55
4386,2023-11-14 11:10,Tuesday,44.87
4387,2023-11-14 12:23,Tuesday,57.08
4388,2023-11-14 14:42,Tuesday,45.02
4389,2023-11-14 14:44,Tuesday,45.63
4390,2023-11-14 14:54,Tuesday,50.89
4391,2023-11-14 20:42,Tuesday,46.37
4392,2023-11-15 1:16,Wednesday,46.05
4393,2023-11-15 9:06,Wednesday,52.56
4394,2023-11-15 11:02,Wednesday,49.99
4395,2023-11-15 11:15,Wednesday,48.95
4396,2023-11-15 12:16,Wednesday,46.53
4397,2023-11-15 13:00,Wednesday,45.35
4398,2023-11-15 14:00,Wednesday,52.53
4399,2023-11-15 18:24,Wednesday,45.43
4400,2023-11-15 19:17,Wednesday,54.34
4401,2023-11-15 21:31,Wednesday,41.4
4402,2023-11-15 21:38,Wednesday,55.5
4403,2023-11-16 0:03,Thursday,54.29
4404,2023-11-16 2:28,Thursday,45.42
4405,2023-11-16 2:54,Thursday,54.54
4406,2023-11-16 4:49,Thursday,47.4
4407,2023-11-16 8:01,Thursday,51.63
4408,2023-11-16 9:38,Thursday,48.43
4409,2023-11-16 10:57,Thursday,50.62
4410,2023-11-16 13:42,Thursday,57.26
4411,2023-11-16 13:58,Thursday,54.65
4412,2023-11-16 14:04,Thursday,44.5
4413,2023-11-16 14:59,Thursday,44.86
4414,2023-11-16 16:04,Thursday,53.13
4415,2023-11-16 16:04,Thursday,53.58
4416,2023-11-16 16:17,Thursday,67.89
4417,2023-11-16 17:34,Thursday,61.3
4418,2023-11-16 18:13,Thursday,56.5
4419,2023-11-16 20:35,Thursday,47.62
4420,2023-11-16 20:53,Thursday,47.02
4421,2023-11-16 21:56,Thursday,50.08
4422,2023-11-16 23:18,Thursday,49.45
4423,2023-11-16 23:39,Thursday,59.26
4424,2023-11-17 0:31,Friday,62.09
4425,2023-11-17 0:53,Friday,55.76
4426,2023-11-17 1:04,Friday,60.05
4427,2023-11-17 8:09,Friday,61.06
4428,2023-11-17 9:09,Friday,55.96
4429,2023-11-17 9:43,Friday,58.26
4430,2023-11-17 11:53,Friday,59.55
4431,2023-11-17 12:59,Friday,58.85
4432,2023-11-17 14:24,Friday,50.41
4433,2023-11-17 14:59,Friday,51.08
4434,2023-11-17 16:02,Friday,53.68
4435,2023-11-17 17:24,Friday,50.9
4436,2023-11-17 17:58,Friday,45.79
4437,2023-11-17 19:43,Friday,60.14
4438,2023-11-17 21:34,Friday,57.95
4439,2023-11-18 1:27,Saturday,126.25
4440,2023-11-18 2:13,Saturday,79.78
4441,2023-11-18 4:45,Saturday,115.46
4442,2023-11-18 5:40,Saturday,83.98
4443,2023-11-18 6:21,Saturday,71.52
4444,2023-11-18 6:53,Saturday,68.84
4445,2023-11-18 10:04,Saturday,87.35
4446,2023-11-18 11:01,Saturday,67.09
4447,2023-11-18 11:24,Saturday,79.93
4448,2023-11-18 12:43,Saturday,79.02
4449,2023-11-18 13:39,Saturday,81.03
4450,2023-11-18 15:27,Saturday,84.75
4451,2023-11-18 18:13,Saturday,98.06
4452,2023-11-18 21:39,Saturday,66.51
4453,2023-11-18 22:38,Saturday,90.97
4454,2023-11-18 23:03,Saturday,57.5
4455,2023-11-18 23:40,Saturday,96.09
4456,2023-11-19 2:05,Sunday,59.09
4457,2023-11-19 2:13,Sunday,101.17
4458,2023-11-19 9:13,Sunday,74.67
4459,2023-11-19 14:06,Sunday,90.51
4460,2023-11-19 15:26,Sunday,88.58
4461,2023-11-19 17:42,Sunday,74.29
4462,2023-11-19 18:26,Sunday,75.02
4463,2023-11-19 19:34,Sunday,70.53
4464,2023-11-19 20:47,Sunday,85.83
4465,2023-11-19 21:20,Sunday,74.44
4466,2023-11-19 22:39,Sunday,70.73
4467,2023-11-20 1:05,Monday,52.8
4468,2023-11-20 3:20,Monday,44.27
4469,2023-11-20 6:45,Monday,47.67
4470,2023-11-20 7:22,Monday,50.27
4471,2023-11-20 7:45,Monday,45.81
4472,2023-11-20 7:51,Monday,46.71
4473,2023-11-20 10:16,Monday,58.79
4474,2023-11-20 12:28,Monday,48.44
4475,2023-11-20 16:37,Monday,47.53
4476,2023-11-20 19:20,Monday,48.65
4477,2023-11-20 21:05,Monday,52.41
4478,2023-11-20 23:12,Monday,43.54
4479,2023-11-21 1:52,Tuesday,49.31
4480,2023-11-21 3:11,Tuesday,48.35
4481,2023-11-21 9:17,Tuesday,62.69
4482,2023-11-21 14:21,Tuesday,57.08
4483,2023-11-21 14:56,Tuesday,67.19
4484,2023-11-21 17:31,Tuesday,42.46
4485,2023-11-21 18:39,Tuesday,40.65
4486,2023-11-21 19:18,Tuesday,48.27
4487,2023-11-21 20:40,Tuesday,38.95
4488,2023-11-21 21:01,Tuesday,54.69
4489,2023-11-22 0:53,Wednesday,45.32
4490,2023-11-22 1:03,Wednesday,57.36
4491,2023-11-22 6:54,Wednesday,43.29
4492,2023-11-22 9:14,Wednesday,47.41
4493,2023-11-22 14:28,Wednesday,55.39
4494,2023-11-22 15:11,Wednesday,46.22
4495,2023-11-22 16:39,Wednesday,49.66
4496,2023-11-22 18:18,Wednesday,54.4
4497,2023-11-22 18:51,Wednesday,44.89
4498,2023-11-22 20:04,Wednesday,40.82
4499,2023-11-22 20:44,Wednesday,39.69
4500,2023-11-23 0:06,Thursday,55.86
4501,2023-11-23 0:22,Thursday,54.64
4502,2023-11-23 3:00,Thursday,58.87
4503,2023-11-23 3:52,Thursday,50.5
4504,2023-11-23 4:36,Thursday,43.26
4505,2023-11-23 6:27,Thursday,37.49
4506,2023-11-23 6:59,Thursday,70.21
4507,2023-11-23 9:38,Thursday,82.78
4508,2023-11-23 10:55,Thursday,53.11
4509,2023-11-23 12:16,Thursday,54.01
4510,2023-11-23 14:10,Thursday,43.29
4511,2023-11-23 14:19,Thursday,47.29
4512,2023-11-23 19:52,Thursday,63.24
4513,2023-11-23 23:14,Thursday,56.45
4514,2023-11-24 0:02,Friday,51.24
4515,2023-11-24 3:02,Friday,48.12
4516,2023-11-24 4:35,Friday,52.94
4517,2023-11-24 4:44,Friday,54.3
4518,2023-11-24 5:10,Friday,70.32
4519,2023-11-24 5:15,Friday,55.16
4520,2023-11-24 5:22,Friday,48.38
4521,2023-11-24 6:15,Friday,56.05
4522,2023-11-24 7:13,Friday,58.24
4523,2023-11-24 7:18,Friday,47.78
4524,2023-11-24 8:59,Friday,59.18
4525,2023-11-24 11:26,Friday,64.66
4526,2023-11-24 11:58,Friday,57.41
4527,2023-11-24 12:42,Friday,51.08
4528,2023-11-24 12:59,Friday,52.9
4529,2023-11-24 13:44,Friday,45.24
4530,2023-11-24 13:46,Friday,55.58
4531,2023-11-24 13:56,Friday,58.59
4532,2023-11-24 14:02,Friday,50.41
4533,2023-11-24 15:05,Friday,69.64
4534,2023-11-24 20:06,Friday,61.89
4535,2023-11-24 20:41,Friday,44.36
4536,2023-11-24 23:36,Friday,44.51
4537,2023-11-24 23:38,Friday,49.86
4538,2023-11-25 0:40,Saturday,99.21
4539,2023-11-25 0:48,Saturday,92.38
4540,2023-11-25 2:29,Saturday,99.73
4541,2023-11-25 3:48,Saturday,83.58
4542,2023-11-25 5:33,Saturday,81.39
4543,2023-11-25 8:02,Saturday,71.01
4544,2023-11-25 9:32,Saturday,87.03
4545,2023-11-25 18:45,Saturday,81.63
4546,2023-11-25 20:16,Saturday,81.25
4547,2023-11-25 21:27,Saturday,99.85
4548,2023-11-25 21:27,Saturday,82.35
4549,2023-11-25 22:05,Saturday,96.98
4550,2023-11-26 0:08,Sunday,64.36
4551,2023-11-26 0:55,Sunday,105.17
4552,2023-11-26 3:17,Sunday,75.98
4553,2023-11-26 4:02,Sunday,86.29
4554,2023-11-26 4:12,Sunday,87.81
4555,2023-11-26 4:38,Sunday,74.8
4556,2023-11-26 6:20,Sunday,87.38
4557,2023-11-26 6:42,Sunday,87.88
4558,2023-11-26 7:05,Sunday,72.76
4559,2023-11-26 8:04,Sunday,72.88
4560,2023-11-26 8:49,Sunday,80.01
4561,2023-11-26 9:17,Sunday,78.48
4562,2023-11-26 10:26,Sunday,92.9
4563,2023-11-26 10:45,Sunday,86.31
4564,2023-11-26 14:34,Sunday,78.95
4565,2023-11-26 17:31,Sunday,85.44
4566,2023-11-26 19:15,Sunday,60.09
4567,2023-11-27 1:08,Monday,46.67
4568,2023-11-27 3:21,Monday,52.15
4569,2023-11-27 6:52,Monday,57.17
4570,2023-11-27 6:55,Monday,51.63
4571,2023-11-27 7:56,Monday,59.25
4572,2023-11-27 7:56,Monday,55.68
4573,2023-11-27 10:14,Monday,47.48
4574,2023-11-27 12:11,Monday,49.6
4575,2023-11-27 12:33,Monday,52.92
4576,2023-11-27 14:17,Monday,47.74
4577,2023-11-27 17:01,Monday,59.75
4578,2023-11-27 17:59,Monday,70.62
4579,2023-11-27 19:55,Monday,52.4
4580,2023-11-27 21:27,Monday,54.95
4581,2023-11-27 21:34,Monday,48.59
4582,2023-11-27 22:09,Monday,47.23
4583,2023-11-28 3:19,Tuesday,47.23
4584,2023-11-28 8:16,Tuesday,52.33
4585,2023-11-28 13:12,Tuesday,44.85
4586,2023-11-28 15:39,Tuesday,41.6
4587,2023-11-28 18:05,Tuesday,54.32
4588,2023-11-28 18:10,Tuesday,50.02
4589,2023-11-28 19:08,Tuesday,53.51
4590,2023-11-28 23:33,Tuesday,52.11
4591,2023-11-28 23:58,Tuesday,60.25
4592,2023-11-29 1:44,Wednesday,55.31
4593,2023-11-29 2:17,Wednesday,44.55
4594,2023-11-29 3:58,Wednesday,51.55
4595,2023-11-29 4:46,Wednesday,45.53
4596,2023-11-29 5:39,Wednesday,46.14
4597,2023-11-29 7:38,Wednesday,40.54
4598,2023-11-29 7:43,Wednesday,47.14
4599,2023-11-29 9:46,Wednesday,52.02
4600,2023-11-29 11:43,Wednesday,48.44
4601,2023-11-29 11:56,Wednesday,42.39
4602,2023-11-29 12:54,Wednesday,39.91
4603,2023-11-29 15:48,Wednesday,61.23
4604,2023-11-29 16:34,Wednesday,50.76
4605,2023-11-29 17:12,Wednesday,44.03
4606,2023-11-29 20:51,Wednesday,51.58
4607,2023-11-30 1:27,Thursday,66.98
4608,2023-11-30 1:31,Thursday,56.99
4609,2023-11-30 2:34,Thursday,35.31
4610,2023-11-30 4:11,Thursday,69.94
4611,2023-11-30 5:02,Thursday,41.28
4612,2023-11-30 6:02,Thursday,51.75
4613,2023-11-30 6:42,Thursday,45.85
4614,2023-11-30 10:10,Thursday,48.37
4615,2023-11-30 12:29,Thursday,54.91
4616,2023-11-30 20:34,Thursday,39.93
4617,2023-12-01 2:39,Friday,56.7
4618,2023-12-01 3:31,Friday,65.22
4619,2023-12-01 4:21,Friday,51.53
4620,2023-12-01 5:23,Friday,47.77
4621,2023-12-01 6:21,Friday,56.39
4622,2023-12-01 7:28,Friday,55.02
4623,2023-12-01 9:11,Friday,53.26
4624,2023-12-01 12:45,Friday,88.9
4625,2023-12-01 14:45,Friday,60.96
4626,2023-12-01 16:39,Friday,61.5
4627,2023-12-01 17:45,Friday,50.06
4628,2023-12-01 17:58,Friday,51.02
4629,2023-12-01 18:23,Friday,58.35
4630,2023-12-01 22:57,Friday,50.78
4631,2023-12-02 0:12,Saturday,86.6
4632,2023-12-02 3:50,Saturday,99.75
4633,2023-12-02 4:46,Saturday,84.21
4634,2023-12-02 5:06,Saturday,132.79
4635,2023-12-02 11:15,Saturday,88.86
4636,2023-12-02 13:09,Saturday,83.07
4637,2023-12-02 14:06,Saturday,83.36
4638,2023-12-02 18:18,Saturday,89.77
4639,2023-12-02 19:51,Saturday,91.98
4640,2023-12-02 22:46,Saturday,85.32
4641,2023-12-02 23:55,Saturday,84.35
4642,2023-12-03 2:07,Sunday,100.81
4643,2023-12-03 8:32,Sunday,92.49
4644,2023-12-03 8:41,Sunday,88.93
4645,2023-12-03 10:12,Sunday,82.13
4646,2023-12-03 11:31,Sunday,71.11
4647,2023-12-03 12:23,Sunday,91.82
4648,2023-12-03 14:27,Sunday,82.29
4649,2023-12-03 16:22,Sunday,75.3
4650,2023-12-03 18:15,Sunday,78.56
4651,2023-12-03 21:08,Sunday,71.56
4652,2023-12-03 22:29,Sunday,91.22
4653,2023-12-03 23:39,Sunday,87.6
4654,2023-12-04 1:27,Monday,52.32
4655,2023-12-04 2:57,Monday,50.94
4656,2023-12-04 3:02,Monday,47.03
4657,2023-12-04 4:05,Monday,38.12
4658,2023-12-04 8:05,Monday,42.55
4659,2023-12-04 10:14,Monday,46.68
4660,2023-12-04 11:03,Monday,45.76
4661,2023-12-04 13:50,Monday,53.04
4662,2023-12-04 16:45,Monday,56.27
4663,2023-12-04 17:16,Monday,50.49
4664,2023-12-04 18:43,Monday,59.95
4665,2023-12-04 20:14,Monday,46.47
4666,2023-12-04 20:14,Monday,50.46
4667,2023-12-04 20:37,Monday,50.98
4668,2023-12-05 0:01,Tuesday,54.75
4669,2023-12-05 0:13,Tuesday,49.02
4670,2023-12-05 0:34,Tuesday,49.19
4671,2023-12-05 10:43,Tuesday,38.83
4672,2023-12-05 11:35,Tuesday,43.23
4673,2023-12-05 12:06,Tuesday,54.84
4674,2023-12-05 12:13,Tuesday,36.39
4675,2023-12-05 12:22,Tuesday,56.27
4676,2023-12-05 14:16,Tuesday,51.38
4677,2023-12-05 15:54,Tuesday,44.13
4678,2023-12-05 15:55,Tuesday,43.64
4679,2023-12-05 17:24,Tuesday,59.52
4680,2023-12-05 18:26,Tuesday,56.7
4681,2023-12-05 18:51,Tuesday,47.8
4682,2023-12-05 19:02,Tuesday,49.28
4683,2023-12-06 0:18,Wednesday,45.71
4684,2023-12-06 2:15,Wednesday,50.37
4685,2023-12-06 3:50,Wednesday,45.56
4686,2023-12-06 5:11,Wednesday,49.11
4687,2023-12-06 5:18,Wednesday,60.35
4688,2023-12-06 8:32,Wednesday,49.03
4689,2023-12-06 9:51,Wednesday,43.36
4690,2023-12-06 10:20,Wednesday,41.47
4691,2023-12-06 10:47,Wednesday,50.36
4692,2023-12-06 11:02,Wednesday,74.64
4693,2023-12-06 12:35,Wednesday,51.08
4694,2023-12-06 13:44,Wednesday,39.98
4695,2023-12-06 14:31,Wednesday,53.73
4696,2023-12-06 15:07,Wednesday,43.31
4697,2023-12-06 17:46,Wednesday,49.91
4698,2023-12-06 18:31,Wednesday,47.63
4699,2023-12-06 19:33,Wednesday,59.88
4700,2023-12-06 21:27,Wednesday,50.68
4701,2023-12-06 23:57,Wednesday,61.26
4702,2023-12-07 0:04,Thursday,57.51
4703,2023-12-07 4:03,Thursday,63.12
4704,2023-12-07 13:14,Thursday,52.59
4705,2023-12-07 16:41,Thursday,56.2
4706,2023-12-07 16:46,Thursday,61.86
4707,2023-12-07 16:57,Thursday,59.83
4708,2023-12-07 17:30,Thursday,57.41
4709,2023-12-07 22:09,Thursday,51.87
4710,2023-12-07 22:34,Thursday,52.97
4711,2023-12-08 2:37,Friday,66.19
4712,2023-12-08 4:31,Friday,67.66
4713,2023-12-08 6:19,Friday,54.11
4714,2023-12-08 9:03,Friday,53.07
4715,2023-12-08 9:16,Friday,51.95
4716,2023-12-08 15:14,Friday,64.11
4717,2023-12-08 16:51,Friday,51.81
4718,2023-12-08 19:24,Friday,64.05
4719,2023-12-08 20:58,Friday,62.16
4720,2023-12-08 21:16,Friday,54.52
4721,2023-12-08 22:27,Friday,69.3
4722,2023-12-08 22:39,Friday,48.11
4723,2023-12-09 0:54,Saturday,103.29
4724,2023-12-09 2:36,Saturday,89.45
4725,2023-12-09 4:39,Saturday,64.73
4726,2023-12-09 8:58,Saturday,102.67
4727,2023-12-09 11:13,Saturday,96.28
4728,2023-12-09 14:36,Saturday,81.82
4729,2023-12-09 16:40,Saturday,76.28
4730,2023-12-09 17:27,Saturday,70.03
4731,2023-12-09 18:37,Saturday,111.29
4732,2023-12-09 21:48,Saturday,76.74
4733,2023-12-09 22:52,Saturday,73.23
4734,2023-12-09 22:54,Saturday,89.09
4735,2023-12-09 23:00,Saturday,69.35
4736,2023-12-10 1:37,Sunday,72.41
4737,2023-12-10 1:47,Sunday,91.88
4738,2023-12-10 2:13,Sunday,86.66
4739,2023-12-10 2:42,Sunday,78.28
4740,2023-12-10 5:35,Sunday,82.29
4741,2023-12-10 17:12,Sunday,77.84
4742,2023-12-10 19:04,Sunday,81.6
4743,2023-12-10 20:44,Sunday,74.71
4744,2023-12-10 21:36,Sunday,76.51
4745,2023-12-10 22:31,Sunday,76.22
4746,2023-12-11 6:28,Monday,47.51
4747,2023-12-11 6:50,Monday,58.56
4748,2023-12-11 7:08,Monday,56.85
4749,2023-12-11 9:41,Monday,46.23
4750,2023-12-11 9:47,Monday,44.6
4751,2023-12-11 11:21,Monday,51.08
4752,2023-12-11 14:05,Monday,65.55
4753,2023-12-11 14:07,Monday,45.66
4754,2023-12-11 14:25,Monday,51.07
4755,2023-12-11 15:58,Monday,52.64
4756,2023-12-11 21:39,Monday,51.44
4757,2023-12-11 22:12,Monday,49.25
4758,2023-12-11 23:10,Monday,59.35
4759,2023-12-11 23:29,Monday,54.97
4760,2023-12-12 1:28,Tuesday,54.18
4761,2023-12-12 3:10,Tuesday,52.67
4762,2023-12-12 4:59,Tuesday,54.48
4763,2023-12-12 6:35,Tuesday,72.59
4764,2023-12-12 13:17,Tuesday,57.1
4765,2023-12-12 15:17,Tuesday,62.99
4766,2023-12-12 15:32,Tuesday,56.45
4767,2023-12-12 20:24,Tuesday,45.31
4768,2023-12-12 23:18,Tuesday,54.3
4769,2023-12-12 23:19,Tuesday,53.49
4770,2023-12-13 0:12,Wednesday,61.95
4771,2023-12-13 1:27,Wednesday,44.51
4772,2023-12-13 2:48,Wednesday,53.73
4773,2023-12-13 3:26,Wednesday,46.24
4774,2023-12-13 4:43,Wednesday,53.46
4775,2023-12-13 7:10,Wednesday,49.08
4776,2023-12-13 7:46,Wednesday,53.28
4777,2023-12-13 9:41,Wednesday,41.86
4778,2023-12-13 9:46,Wednesday,55.19
4779,2023-12-13 13:28,Wednesday,51.65
4780,2023-12-13 15:50,Wednesday,72.45
4781,2023-12-13 17:57,Wednesday,62.23
4782,2023-12-13 18:23,Wednesday,48.12
4783,2023-12-13 21:37,Wednesday,52.52
4784,2023-12-13 23:21,Wednesday,51.06
4785,2023-12-13 23:50,Wednesday,51.66
4786,2023-12-14 2:33,Thursday,69.35
4787,2023-12-14 3:49,Thursday,55.18
4788,2023-12-14 5:25,Thursday,72.96
4789,2023-12-14 6:21,Thursday,67.07
4790,2023-12-14 8:32,Thursday,52.76
4791,2023-12-14 9:59,Thursday,44.24
4792,2023-12-14 13:07,Thursday,49.93
4793,2023-12-14 13:51,Thursday,46.61
4794,2023-12-14 16:01,Thursday,42.98
4795,2023-12-14 16:30,Thursday,52.43
4796,2023-12-14 18:34,Thursday,54.37
4797,2023-12-14 21:55,Thursday,62.62
4798,2023-12-15 0:23,Friday,63.62
4799,2023-12-15 4:58,Friday,63.32
4800,2023-12-15 6:29,Friday,52.84
4801,2023-12-15 7:16,Friday,65.48
4802,2023-12-15 8:33,Friday,69.08
4803,2023-12-15 8:54,Friday,62
4804,2023-12-15 9:07,Friday,62.2
4805,2023-12-15 12:29,Friday,50.23
4806,2023-12-15 13:54,Friday,66.72
4807,2023-12-15 16:24,Friday,71.9
4808,2023-12-15 16:27,Friday,61.54
4809,2023-12-15 18:13,Friday,55.03
4810,2023-12-15 18:53,Friday,58.1
4811,2023-12-15 20:24,Friday,56.27
4812,2023-12-15 21:20,Friday,56.71
4813,2023-12-15 21:37,Friday,63.88
4814,2023-12-16 1:31,Saturday,90.45
4815,2023-12-16 4:14,Saturday,98.08
4816,2023-12-16 5:39,Saturday,91.45
4817,2023-12-16 7:12,Saturday,119.11
4818,2023-12-16 7:32,Saturday,82.3
4819,2023-12-16 11:40,Saturday,81.68
4820,2023-12-16 13:59,Saturday,85.66
4821,2023-12-16 14:39,Saturday,106.49
4822,2023-12-16 16:24,Saturday,108.2
4823,2023-12-16 17:12,Saturday,96.44
4824,2023-12-16 18:26,Saturday,88.9
4825,2023-12-16 19:48,Saturday,73.34
4826,2023-12-16 19:58,Saturday,89.98
4827,2023-12-16 20:52,Saturday,79.36
4828,2023-12-16 21:25,Saturday,104.83
4829,2023-12-16 22:33,Saturday,70.79
4830,2023-12-16 23:23,Saturday,91.74
4831,2023-12-17 6:04,Sunday,74.67
4832,2023-12-17 6:52,Sunday,83.34
4833,2023-12-17 7:12,Sunday,90.1
4834,2023-12-17 10:08,Sunday,93.69
4835,2023-12-17 11:00,Sunday,130.32
